"","Cluster","respondent_id","How_express_values-Grace","How_express_values-Mediation_social_healing","How_express_values-Volunteer","Spirituality_important","Number_of_religions","Chose_more_than1_relig","Values_explores_big_questions","Values_multiple_faiths","Values_Resource_during_challenges","Gender_code","Ethnic_code"
"1",1,118061763139.755,0.483671449777338,0.39732805541811,0.477238990598717,0.573725878278079,2.49455714992578,1,0.59228104898565,0.295398317664523,0.263978228599703,0.787481444829292,0.83671449777338
"2",2,118061753156.639,0.48888888888889,0.298830409356725,0.514912280701754,0.590350877192983,1,0,0.571929824561404,0.291812865497076,0.244444444444445,0.793567251461988,0.846783625730995
